objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Stonesaga","356944","0","0","0","0","0","0","1","1","0","0","0","3","","","","","","110780311","5.62389","8.42195","3.4737","8285","855","thing","Stonesaga","1","4","120","120","60","2026","1,2,3,4","2,3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Stop Thief!","215312","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","83600277","6.13563","6.94295","1.4783","2480","4112","thing","Stop Thief!","1","5","60","60","30","2017","2,3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Stormsunder: Heirs of Ruin","302679","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","101362442","5.43739","3.32941","3.6667","30005","85","thing","Stormsunder: Heirs of Ruin","1","4","90","90","45","0","1,2,3","1","","","","","","","","standalone","","","","",""
"Storyfold: Wildwoods","425505","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","142952361","5.82201","7.95023","2.1429","4539","1631","thing","Storyfold: Wildwoods","1","1","60","60","30","2025","1","1","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Stupor Mundi","392492","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","119680309","6.19788","7.52063","3.2468","2233","1740","thing","Stupor Mundi","1","4","150","150","90","2025","1,2,3,4","2,3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Summit: The Board Game","201186","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","111252133","5.99194","7.07897","2.5","3207","2979","thing","Summit: The Board Game","1","6","180","180","40","2017","1,2,3,4,5,6","4,5","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Summit: The Board Game – Sanity","364013","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111252109","0","7.38317","0","0","494","thing","Summit: The Board Game – Sanity","1","6","150","150","30","2023","","","","","","","","","","expansion","","","","",""
"Summit: The Board Game – Teams","263314","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112170608","5.54872","7.68177","2","0","898","thing","Summit: The Board Game – Teams","2","6","150","150","40","2019","","","","","","","","","","expansion","","","","",""
"Summit: The Board Game – Yeti expansion","226766","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111252091","5.58223","7.61899","0","0","1299","thing","Summit: The Board Game – Yeti expansion","1","6","180","180","30","2017","","","","","","","","","","expansion","","","","",""
"Summoner Wars (Second Edition)","332800","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","84179671","7.13797","8.03776","2.576","355","8914","thing","Summoner Wars (Second Edition)","2","2","60","60","40","2021","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Sushi Go Party!","192291","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","83668406","7.21813","7.37351","1.3234","286","74882","thing","Sushi Go Party!","2","8","20","20","20","2016","2,3,4,5,6,7,8","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Tacta","401636","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","137888227","5.97149","6.70034","1.4815","3344","4461","thing","Tacta","2","6","20","0","20","2025","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Tainted Grail: Kings of Ruin","360366","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","119255233","6.34051","8.64691","3.2917","1728","6014","thing","Tainted Grail: Kings of Ruin","1","4","120","120","90","2024","1,2","1,2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Awaken Realms","English","2024","English edition"
"Tainted Grail: The Fall of Avalon","264220","0","11","0","1","0","0","0","0","0","0","0","3","","","","","","88338268","7.4984","8.03007","3.3719","135","28232","thing","Tainted Grail: The Fall of Avalon","1","4","120","120","60","2019","1,2,3","1,2","14+","Unplayable in another language","","","","","","standalone","","","","",""
"Tales of Myth & Legend","392823","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","119326722","0","6.75","0","0","4","thing","Tales of Myth & Legend","1","4","150","150","60","2026","","","","","","","","","","standalone","","","","",""
"Tales of the Arthurian Knights","377704","0","0","0","0","0","0","1","1","0","0","0","3","","","","","","119326736","6.00803","7.96055","2.25","3110","1829","thing","Tales of the Arthurian Knights","1","4","180","180","120","2024","1,2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Tavarua","186323","0","0","0","0","0","0","1","1","0","0","0","3","","","","","","84936012","5.84872","7.19394","2.2857","4284","1017","thing","Tavarua","1","6","60","60","30","2016","1,2,3,4,5,6","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Tax the Rich","446492","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","138070469","5.67449","6.67146","1.9231","6812","464","thing","Tax the Rich","3","6","30","30","20","2025","4,5,6","4,6","","No necessary in-game text","","","","","","standalone","","","","",""
"Terrorscape","371433","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","130040428","6.88741","8.09654","2.2697","632","6420","thing","Terrorscape","2","4","45","45","30","2023","2,3,4","2,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Terrorscape: Lethal Immortals","385271","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","130040524","5.71905","8.4653","2","0","2485","thing","Terrorscape: Lethal Immortals","2","4","0","0","0","2023","2,3,4","4","12+","","","","","","","expansion","","","","",""
"Tesseract","367385","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","109113839","6.08577","7.40491","2.6071","2708","2846","thing","Tesseract","1","4","60","60","60","2023","1,2,3,4","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"This War of Mine: The Board Game","188920","0","1","0","0","0","0","0","0","1","0","0","1","","","","","","85075543","7.33864","7.75973","3.3346","213","27175","thing","This War of Mine: The Board Game","1","6","120","120","45","2017","1,2,3","1","16+","Unplayable in another language","","","","","","standalone","","","","",""
"Tiny Epic Dungeons","331787","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","95506594","6.73969","7.44727","3.1075","837","17143","thing","Tiny Epic Dungeons","1","4","60","60","30","2021","1,2,3,4","1,2","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Tiny Epic Dungeons Adventures","439586","0","0","0","0","0","0","1","0","0","0","0","3","","","","","","129622396","5.50996","7.3","0","22539","125","thing","Tiny Epic Dungeons Adventures","1","4","90","90","60","2026","","","","","","","","","","standalone","","","","",""
"TomaToss","452321","9","4","0","1","0","0","0","0","0","0","0","3","","Very simple game, great to play with kids or anytime your brain is already fried from a complex game but still don't want to call off the day","","","","142076643","0","5.78636","1.5","0","26","thing","TomaToss","2","4","20","20","20","2025","2,3,4","2,3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Too Many Bones","192135","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","84412852","7.8542","8.28997","3.8707","37","25830","thing","Too Many Bones","1","4","120","120","60","2017","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Too Many Bones: Undertow","235802","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","102216657","7.40308","8.65155","4.0357","172","10938","thing","Too Many Bones: Undertow","1","2","180","180","60","2018","1,2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Tornado Splash","444648","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","138230896","5.69368","7.49796","1.25","6397","420","thing","Tornado Splash","2","5","40","40","20","2025","3,4,5","4,5","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Tree Society","423698","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","120727207","5.60819","6.53966","2.0833","8877","783","thing","Tree Society","2","4","45","45","30","2024","2,3,4","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Trick Shot: Second Edition","359612","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","130050721","5.94645","8.04116","2.5","3501","1360","thing","Trick Shot: Second Edition","2","4","60","60","30","2024","2,4","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Trickerion: Legends of Illusion","163068","9","1","0","0","0","0","0","0","0","0","0","3","","Very good game. A lot of things to think but it is well balanced. I played with a mechanic, starting with an extra specialist and focus on every round getting special actions in dark quarter. I also bought extra specialists in the first 3 weeks and focus on getting more money and more trickerion stones","","","","102103138","7.53767","7.9711","4.2624","121","17544","thing","Trickerion: Legends of Illusion","2","4","180","180","60","2015","2,3,4","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Trio","352515","0","12","0","1","0","0","0","0","0","0","0","3","","","","","","117167355","7.00212","7.38252","1.0798","494","23903","thing","Trio","3","6","15","15","15","2021","3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Turbulences","275783","0","0","0","0","0","0","1","0","0","0","0","3","","","","","","84312403","5.5712","7.80528","2.2","11156","176","thing","Turbulences","2","6","45","45","45","2020","2,3,4,5,6","5,6","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Turing Machine","356123","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","98002791","7.1784","7.61003","2.5478","322","19417","thing","Turing Machine","1","4","20","20","20","2022","1,2,3,4","1","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Über den Wolken","453986","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137888347","0","7.376","2","0","51","thing","Über den Wolken","2","4","45","45","45","2025","","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"UBOOT: The Board Game","219100","0","1","0","0","0","0","1","0","0","0","0","3","","","","","","93722636","6.38216","7.55349","4.1503","1620","5801","thing","UBOOT: The Board Game","1","4","120","120","30","2019","2,3,4","4","16+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Unconscious Mind","329500","0","3","4","1","0","0","0","0","0","0","0","3","","","","","","124574958","7.18552","7.89251","4.0213","314","14147","thing","Unconscious Mind","1","4","120","120","60","2024","1,2,3","2,3","14+","No necessary in-game text","","","","","","standalone","","","","",""
"Undaunted 2200: Callisto","401978","0","0","0","0","0","0","1","1","0","0","0","3","","Zatu 60 euros","","","","121674390","6.10036","7.70818","2.8235","2630","3320","thing","Undaunted 2200: Callisto","1","4","60","60","45","2024","1,2,4","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Unsettled","290484","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","110780830","7.02305","8.06281","3.2868","470","10448","thing","Unsettled","2","4","90","90","60","2021","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Unsettled: Kaelyfos","341037","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115819974","5.63386","8.08222","3","0","4040","thing","Unsettled: Kaelyfos","2","4","90","90","60","2021","2,3,4","2","12+","","","","","","","expansion","","","","",""
"Unsettled: Strannos","341036","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115819977","5.6432","8.43347","3","0","4143","thing","Unsettled: Strannos","2","4","90","90","60","2021","2,3,4","2","12+","","","","","","","expansion","","","","",""
"Unsettled: Yendraal","341024","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115819981","5.66628","8.27898","3","0","4261","thing","Unsettled: Yendraal","2","4","90","90","60","2021","2,3,4","2","12+","Unplayable in another language","","","","","","expansion","","","","",""
"Unsettled: Zehronn","341022","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115819988","5.66482","8.20195","3","0","4342","thing","Unsettled: Zehronn","2","4","90","90","60","2021","2,3,4","2","12+","","","","","","","expansion","","","","",""
"Vagrantsong","340325","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","88729113","6.48811","7.42707","3.181","1344","7289","thing","Vagrantsong","2","4","120","120","45","2022","1,2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Vagrantsong: Encore","396798","0","0","0","0","0","0","1","0","0","0","0","3","","","","","","134263741","5.53597","7.77692","0","0","883","thing","Vagrantsong: Encore","2","4","120","120","45","2024","","","","","","","","","","expansion","","","","",""
"Vagrantsong: Off the Rails","396799","0","0","0","0","0","0","1","0","0","0","0","3","","","","","","134263748","0","7.94583","0","0","815","thing","Vagrantsong: Off the Rails","2","4","120","120","45","2024","","","","","","","","","","expansion","","","","",""
"The Vale of Eternity","385529","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","111658535","7.14038","7.59253","2.141","353","15046","thing","The Vale of Eternity","2","4","45","45","30","2023","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"The Vale of Eternity: Artifacts","421904","0","0","0","1","0","0","0","0","0","0","0","3","","PRE ORDER IN CASH ON THURSDAY","","","","123038482","6.02231","7.9917","2.2857","0","3929","thing","The Vale of Eternity: Artifacts","2","4","60","60","40","2024","2,3,4","2,3","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Valor & Villainy: Lludwik's Labyrinth","325889","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","83668555","5.72337","8.05403","2.7","5827","1172","thing","Valor & Villainy: Lludwik's Labyrinth","1","6","150","150","90","2023","1,2,3,4,5,6","2,3,4","10+","Unplayable in another language","","","","","","standalone","","","","",""
"Véio do Saco","444471","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","136152908","0","5.075","0","0","10","thing","Véio do Saco","2","5","20","20","15","2024","","","","","","","","","","standalone","","","","",""
"Velocity: Vanguard","317398","0","0","0","0","0","0","0","0","0","1","0","3","","","","","","84249450","0","7.33333","3","0","22","thing","Velocity: Vanguard","1","4","180","180","45","2022","2,3,4","2,4","","","","","","","","standalone","","","","",""
"Video Game Champion","234432","0","1","0","1","0","0","0","0","0","0","0","3","","Paid","","","","123038317","5.88247","7.35258","2.9677","3990","1430","thing","Video Game Champion","2","5","90","90","50","2023","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Voidfall","337627","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","84179367","7.63913","8.50785","4.611","86","12859","thing","Voidfall","1","4","240","240","90","2023","1,2,3,4","1","16+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"VOLT","211454","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","88189060","5.75833","6.6825","2","5299","1718","thing","VOLT","2","4","45","45","30","2018","2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"The Voynich Puzzle","439983","0","0","0","0","0","0","1","0","0","0","0","3","","","","","","135330200","5.88076","7.37329","3.8451","4004","1744","thing","The Voynich Puzzle","1","4","120","120","90","2025","2,3,4","3","14+","No necessary in-game text","","","","","","standalone","","","","",""
"War of the Ring: The Card Game","362944","7","1","0","0","0","0","0","0","0","0","0","3","","Played as Shadows in a 2 players game. Good game, but for sure looks better played with four players","","","","102042433","6.85233","7.60987","2.9872","686","11016","thing","War of the Ring: The Card Game","2","4","120","120","90","2022","2,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Warp & Weft","412013","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","124430095","5.54433","6.98193","2","13944","141","thing","Warp & Weft","2","5","35","35","25","2024","4","4","","No necessary in-game text","","","","","","standalone","","","","",""
"Waste Knights: Second Edition","247585","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","133694095","6.12537","7.49962","2.962","2531","3380","thing","Waste Knights: Second Edition","1","4","180","180","90","2021","1,2,3","2","12+","Unplayable in another language","","","","","","standalone","","","","",""
"Waste Knights: Second Edition – Beyond the Horizon","352876","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","133694101","5.56861","8.12346","3.3333","0","690","thing","Waste Knights: Second Edition – Beyond the Horizon","1","4","180","180","90","2024","1,2","2","12+","","","","","","","expansion","","","","",""
"Weather Machine","237179","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","84495402","6.83509","7.68422","4.5594","709","9054","thing","Weather Machine","2","4","150","150","60","2022","1,2,3,4","3","14+","No necessary in-game text","","","","","","standalone","","","","",""
"Western Legends","232405","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","92587792","7.21839","7.60124","2.8511","285","20089","thing","Western Legends","2","6","90","90","60","2018","3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Witchcraft!","383499","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","105535808","6.55039","7.63995","2.4493","1192","7346","thing","Witchcraft!","1","1","40","40","20","2023","1","1","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"The Witcher: Old World","331106","0","1","0","0","0","0","0","0","1","0","0","3","","","","","","109218689","7.17214","7.89369","2.8803","324","17407","thing","The Witcher: Old World","1","5","150","150","90","2023","1,2,3","2,3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"The Wondrous Museum","436842","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","137888378","5.55709","6.68783","2.5","12338","279","thing","The Wondrous Museum","1","5","30","30","30","2025","1,2","2","","","","","","","","standalone","","","","",""
"The World of SMOG: Rise of Moloch","209324","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","100051150","6.06667","7.66356","2.9091","2811","3430","thing","The World of SMOG: Rise of Moloch","2","5","90","90","45","2018","2,3,4,5","2,5","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Yokai Sketch","371981","0","4","0","1","0","0","0","0","0","0","0","3","","","","","","112168916","5.70558","6.76153","1.2143","6147","1559","thing","Yokai Sketch","2","2","20","20","20","2023","2","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
